9 2 3 9 5 2 9 9 6 2 3 5 5 2 2 9 0 2 5 6 6 8 2 8 1 1 1 6 8 2 8 2 4 4 9 3 6 8 6 9 3 6 1 1 9 4 0 0 6 4 0 4 6 4 0 6 2 1 5 3 3 5 6 6 3 8 9 0 5 1 1 9 3 2 3 6 6 4 2 2 6 3 1 3 4 2 3 3 6 3 7 3 3 2 0 4 7 4 0 8 
9 2 3 9 3 1 5 9 6 3 3 5 5 2 2 5 8 2 5 6 6 8 2 8 0 3 1 6 8 5 8 2 4 4 8 5 6 4 6 9 3 6 1 1 9 4 0 1 6 4 1 3 6 3 1 6 2 1 5 3 3 5 6 6 2 4 13 0 6 3 1 9 3 2 3 6 2 4 2 2 6 4 3 3 3 2 7 3 4 8 7 4 3 1 6 2 7 4 0 8 
9 3 4 8 9 1 8 9 7 5 3 5 5 2 4 11 6 2 4 6 6 8 4 8 0 3 9 2 8 5 8 2 4 8 5 5 5 4 6 9 3 6 2 1 9 4 0 7 6 4 8 3 6 2 7 5 1 3 3 3 3 5 6 6 2 12 12 1 7 3 2 9 3 2 3 5 4 4 3 2 6 4 3 3 4 2 7 4 1 8 7 4 5 3 5 9 6 4 0 8 
9 3 6 8 9 1 7 9 10 5 3 5 4 2 4 6 11 2 4 6 5 8 5 5 2 4 9 2 8 5 8 2 5 7 10 6 5 4 6 9 3 6 2 6 12 4 0 7 6 4 8 3 6 3 4 5 2 3 5 4 4 5 6 6 1 12 12 8 7 3 2 9 4 2 4 5 3 2 7 3 6 4 2 3 4 5 7 4 3 8 7 6 5 5 5 9 7 3 1 8 
9 4 6 8 9 8 8 9 10 5 3 5 4 2 4 12 12 2 5 6 5 8 6 5 10 4 9 6 8 5 8 2 5 7 4 4 5 6 6 9 3 6 2 6 12 12 0 5 3 3 5 3 6 3 8 5 2 5 7 8 4 5 6 6 1 4 12 8 7 3 4 9 6 2 4 13 6 3 7 3 6 8 8 2 4 5 7 6 5 8 7 5 6 5 6 3 14 3 7 6 
9 5 6 8 9 8 9 9 4 5 3 5 5 2 5 8 12 2 5 6 5 8 5 12 3 8 9 6 8 6 8 4 5 7 9 9 5 6 6 9 3 6 2 6 12 12 0 6 6 3 6 3 6 4 8 5 2 7 5 8 4 5 6 6 4 9 12 8 7 4 4 9 6 2 3 13 6 4 7 3 6 8 8 3 5 5 7 6 8 8 7 6 6 4 6 6 14 3 13 6 
9 7 6 8 9 13 9 9 9 6 3 6 4 2 5 6 12 2 5 6 5 8 6 12 6 3 13 10 8 6 8 5 9 10 5 5 4 10 6 9 5 5 3 6 12 14 4 3 4 7 7 4 6 5 8 5 4 7 6 8 5 6 6 6 9 5 12 8 7 5 6 9 6 5 5 13 6 4 8 6 6 8 8 3 7 6 5 7 8 8 7 6 6 4 4 4 14 4 3 16 
9 5 8 8 4 13 9 9 9 6 3 5 8 2 5 6 12 3 7 6 4 8 11 12 6 9 13 10 8 6 8 5 4 10 7 7 4 10 6 9 4 7 3 6 12 14 7 7 5 7 6 5 8 7 8 5 4 9 5 8 5 7 3 6 9 7 3 18 11 7 6 9 6 5 5 13 6 5 7 6 6 8 6 4 13 9 4 7 11 8 7 7 7 5 3 4 14 4 5 16 
9 10 4 14 10 13 5 15 5 6 5 5 6 4 7 10 12 8 7 6 3 13 3 12 9 5 13 10 8 7 11 10 6 10 4 7 12 10 5 5 7 7 4 6 12 14 3 4 10 6 6 5 8 7 8 5 7 9 6 8 7 7 5 6 9 8 7 17 8 10 5 9 7 6 5 13 6 5 8 7 8 8 7 5 13 5 5 7 4 8 7 7 7 7 5 8 14 6 13 16 
9 5 10 14 10 13 8 15 7 6 4 10 5 5 8 10 12 8 6 9 3 13 9 12 9 6 13 10 8 7 10 7 9 10 7 25 4 10 5 6 7 7 4 6 12 4 10 9 5 11 6 5 9 7 8 5 7 9 6 8 8 7 10 7 8 8 7 17 8 10 8 9 5 8 7 13 8 8 3 20 3 8 6 6 13 10 8 5 12 2 7 7 7 7 8 6 14 6 13 16 
