0 418 990 1024 1055 433 1212 1081 1068 464
1 429 1762 1745 1730 428 1808 1737 1668 474
2 490 2345 2343 2365 452 2467 2438 2205 522
3 529 2876 3139 2901 460 2996 3124 2696 559
4 591 3607 3757 3374 494 3526 3721 3803 625
5 630 4347 4375 4062 500 4054 4554 4437 643
6 678 5097 5017 4716 544 4875 4963 4918 700
7 723 5750 5521 5591 569 5720 5716 5754 759
8 781 6535 6378 6106 626 6582 6344 6468 819
9 845 7144 7074 6963 680 7283 7105 7082 868
10 905 7822 7737 7392 729 7860 7719 7711 913
11 946 8445 8371 8164 768 8271 8260 8160 964
12 989 9086 9010 9025 791 9019 8923 8923 984
13 1040 9687 9492 9418 844 9655 9866 9427 1029
14 1074 10070 10070 10004 891 10194 10530 10097 1077
15 1090 10814 10746 10658 915 10781 11307 10736 1122
16 1169 11520 11461 11383 977 11473 11760 11323 1200
17 1204 12192 12235 12133 1007 12186 12524 11886 1254
18 1259 12861 12766 12798 1035 12539 12750 12399 1287
19 1296 13284 13260 13340 1095 13332 13590 12961 1370
20 1354 13859 13792 13871 1141 13926 14098 13684 1432
21 1425 14485 14628 14505 1193 14483 14794 14185 1501
22 1462 14794 14836 15000 1244 14986 15198 14708 1567
23 1506 15058 15179 15449 1298 15445 15742 15380 1659
24 1569 15967 15622 15919 1366 16081 16361 16174 1731
25 1636 16536 16000 16527 1448 16833 17012 16772 1800
26 1665 17182 16492 17180 1468 17153 17654 17271 1835
27 1712 17823 17157 17562 1501 17786 18292 17668 1902
28 1731 18272 17735 17929 1515 18266 18674 18293 1955
29 1788 18880 18303 18716 1553 19028 19216 18993 2005
30 1849 19366 18967 19319 1578 19473 19911 19395 2047
31 1915 19915 19566 19583 1607 19881 20533 19879 2062
32 1940 20426 20125 20196 1626 20549 20973 20267 2087
33 1979 20885 20700 20895 1637 21214 21409 20790 2110
34 2011 21280 21097 21227 1661 21880 21924 21435 2155
35 2093 21775 21691 21803 1690 22239 22152 21933 2193
36 2121 22471 22331 22397 1716 22674 22787 22229 2235
37 2155 23187 22921 23041 1749 23288 23578 23014 2315
38 2207 23611 23362 23464 1812 23669 23915 23441 2377
