4 8 4 4 0 2 0 6 0 2 9 9 9 7 5 0 2 5 1 5 8 6 6 0 5 7 3 2 3 4 8 7 4 3 0 2 7 2 7 3 6 1 7 7 4 4 3 6 9 3 4 8 1 9 7 6 7 2 3 4 6 9 6 3 2 0 2 1 0 9 8 7 7 5 4 7 6 7 3 6 1 2 9 1 7 4 1 2 1 0 8 2 0 9 0 2 7 1 7 1 
4 8 4 3 1 2 0 6 0 2 7 9 2 11 5 0 5 5 2 5 8 5 4 6 4 7 3 1 3 3 8 5 3 2 0 2 7 2 7 3 6 3 4 6 4 4 4 6 9 3 6 8 2 8 7 6 7 2 5 3 6 8 6 3 2 0 2 2 0 8 8 6 6 5 4 7 6 7 3 6 2 2 9 2 4 4 1 3 0 0 8 2 1 6 5 1 7 1 7 1 
4 7 4 3 5 2 0 6 0 2 7 9 7 10 5 0 5 5 2 5 8 5 4 6 4 7 6 0 3 3 8 5 3 3 0 3 7 1 6 3 6 6 3 5 4 4 5 6 8 3 6 7 3 7 5 7 7 2 5 3 6 8 6 3 2 1 3 4 0 7 8 6 6 5 4 7 6 7 3 5 2 2 9 3 4 3 1 4 0 0 7 4 7 7 4 7 7 1 7 1 
4 7 3 3 5 1 0 4 5 3 6 8 6 10 5 0 5 5 3 4 8 5 4 6 4 7 6 0 3 4 8 3 3 3 1 4 7 1 6 3 6 3 6 5 4 4 5 6 8 3 6 7 4 7 5 7 7 3 5 2 6 8 6 2 5 4 3 4 0 7 8 6 5 5 4 7 6 7 3 5 3 2 4 8 4 3 2 3 0 0 7 6 7 6 5 7 7 2 4 3 
4 7 5 3 5 2 0 4 5 4 6 8 6 10 5 0 5 5 4 5 8 5 5 6 6 7 6 0 4 4 8 2 4 3 4 4 7 2 6 3 6 8 6 5 4 6 6 6 8 2 6 7 4 5 6 7 7 3 5 3 6 8 6 2 5 4 5 4 0 6 8 6 5 5 4 7 6 7 3 5 3 3 8 7 4 3 4 4 0 0 7 6 7 6 7 7 7 2 7 3 
6 5 6 4 5 2 0 3 5 4 6 8 6 10 5 2 4 5 5 5 8 4 6 6 6 6 6 0 5 4 8 2 3 3 5 5 7 2 6 3 6 8 6 5 5 6 6 6 8 2 5 7 4 5 5 7 6 4 5 3 7 8 6 2 5 7 5 3 0 6 8 6 5 5 4 6 6 7 3 4 3 6 5 7 4 3 4 4 0 1 7 6 7 6 7 7 7 2 7 4 
5 8 6 5 6 3 1 3 8 5 6 8 6 10 5 7 4 5 5 5 8 4 6 6 6 3 9 0 5 5 7 2 7 3 5 5 8 3 6 6 7 8 6 5 5 6 8 5 8 5 6 7 4 5 6 7 6 4 5 3 7 6 8 3 5 7 5 3 0 6 8 6 6 4 4 6 6 7 3 5 4 6 9 7 4 3 5 5 0 7 7 6 7 5 7 7 5 3 7 4 
8 5 6 8 4 4 7 3 6 6 6 8 6 10 5 7 4 3 6 4 8 4 6 6 6 6 9 2 4 5 7 2 7 3 6 7 8 4 6 4 7 8 6 5 5 4 8 6 4 11 6 7 4 5 5 7 6 5 7 3 6 8 8 4 6 6 6 3 1 5 8 6 5 5 4 6 6 7 4 8 4 6 9 7 4 6 6 4 6 1 7 6 7 5 7 7 5 4 7 4 
7 13 6 3 11 5 5 3 7 6 6 8 7 10 5 7 4 4 6 4 8 5 5 6 6 6 9 6 4 6 7 3 7 4 6 7 8 10 5 5 7 8 6 5 5 5 4 4 9 11 6 7 8 4 7 7 6 7 5 4 6 8 4 5 6 7 10 3 10 4 5 6 6 5 4 7 5 7 8 9 7 8 6 7 4 5 6 4 4 11 7 5 7 10 4 7 6 7 7 4 
5 13 9 4 5 5 7 4 6 6 7 8 6 9 12 7 4 5 6 10 8 5 9 6 6 5 9 6 4 6 6 4 5 7 6 7 6 10 5 4 6 5 6 5 6 5 11 11 4 11 7 13 8 6 6 7 11 7 6 4 7 5 6 7 6 5 6 3 3 4 6 6 6 4 4 9 9 19 3 9 2 7 9 8 4 7 7 5 12 3 19 8 6 10 10 6 6 7 6 4 
